Model,FOV,Cluster_Key,Gene,Gene_Purity
Glimmer (Bin),7-8,cluster_0.30,TRAC,0.7656005024909973
Glimmer (Bin),7-8,cluster_0.40,CD19,0.872110903263092
Glimmer (Bin),7-8,cluster_0.40,CD3E,0.7907301187515259
Glimmer (Bin),7-8,cluster_0.40,CD79A,0.7734149098396301
Glimmer (Bin),7-8,cluster_0.40,IL7R,0.8126940131187439
Glimmer (Bin),7-8,cluster_0.40,MS4A1,0.8290061950683594
Glimmer (Bin),7-8,cluster_0.40,TRAC,0.7487939596176147
Glimmer (Bin),7-8,cluster_0.45,CD19,0.8682361841201782
Glimmer (Bin),7-8,cluster_0.45,CD3E,0.7684096693992615
Glimmer (Bin),7-8,cluster_0.45,CD79A,0.7745652794837952
Glimmer (Bin),7-8,cluster_0.45,IL7R,0.8022325038909912
Glimmer (Bin),7-8,cluster_0.45,MS4A1,0.827157199382782
Glimmer (Bin),7-8,cluster_0.45,TRAC,0.7415746450424194
Glimmer (Bin),7-8,cluster_0.50,CD19,0.8685088157653809
Glimmer (Bin),7-8,cluster_0.50,CD3E,0.7820815443992615
Glimmer (Bin),7-8,cluster_0.50,CD79A,0.7737248539924622
Glimmer (Bin),7-8,cluster_0.50,IL7R,0.8100110292434692
Glimmer (Bin),7-8,cluster_0.50,MS4A1,0.8221472501754761
Glimmer (Bin),7-8,cluster_0.50,TRAC,0.741644024848938
Glimmer (Bin),7-8,cluster_0.55,CD19,0.7413520216941833
Glimmer (Bin),7-8,cluster_0.55,CD3E,0.7655116319656372
Glimmer (Bin),7-8,cluster_0.55,CD79A,0.646292507648468
Glimmer (Bin),7-8,cluster_0.55,IL7R,0.7988550662994385
Glimmer (Bin),7-8,cluster_0.55,MS4A1,0.7095009088516235
Glimmer (Bin),7-8,cluster_0.55,TRAC,0.7191284894943237
Glimmer (Bin),9-10,cluster_0.30,CD19,0.8566776514053345
Glimmer (Bin),9-10,cluster_0.30,CD3E,0.8134518265724182
Glimmer (Bin),9-10,cluster_0.30,CD79A,0.7568939328193665
Glimmer (Bin),9-10,cluster_0.30,IL7R,0.8359383940696716
Glimmer (Bin),9-10,cluster_0.30,MS4A1,0.8321698307991028
Glimmer (Bin),9-10,cluster_0.30,TRAC,0.7140272259712219
Glimmer (Bin),9-10,cluster_0.40,CD19,0.8513777852058411
Glimmer (Bin),9-10,cluster_0.40,CD3E,0.8120580315589905
Glimmer (Bin),9-10,cluster_0.40,CD79A,0.7470513582229614
Glimmer (Bin),9-10,cluster_0.40,IL7R,0.8350766897201538
Glimmer (Bin),9-10,cluster_0.40,MS4A1,0.8177813291549683
Glimmer (Bin),9-10,cluster_0.40,TRAC,0.702690064907074
Glimmer (Bin),9-10,cluster_0.45,CD19,0.8358066082000732
Glimmer (Bin),9-10,cluster_0.45,CD3E,0.8151986002922058
Glimmer (Bin),9-10,cluster_0.45,CD79A,0.7275017499923706
Glimmer (Bin),9-10,cluster_0.45,IL7R,0.838400661945343
Glimmer (Bin),9-10,cluster_0.45,MS4A1,0.7889964580535889
Glimmer (Bin),9-10,cluster_0.45,TRAC,0.7257680296897888
Glimmer (Bin),9-10,cluster_0.50,CD19,0.8355743885040283
Glimmer (Bin),9-10,cluster_0.50,CD3E,0.8173166513442993
Glimmer (Bin),9-10,cluster_0.50,CD79A,0.7250816226005554
Glimmer (Bin),9-10,cluster_0.50,IL7R,0.8408873677253723
Glimmer (Bin),9-10,cluster_0.50,MS4A1,0.7886667847633362
Glimmer (Bin),9-10,cluster_0.50,TRAC,0.7343508005142212
Glimmer (Bin),9-10,cluster_0.55,CD19,0.8299006223678589
Glimmer (Bin),9-10,cluster_0.55,CD3E,0.8072248101234436
Glimmer (Bin),9-10,cluster_0.55,CD79A,0.719014048576355
Glimmer (Bin),9-10,cluster_0.55,IL7R,0.8302109241485596
Glimmer (Bin),9-10,cluster_0.55,MS4A1,0.7809935808181763
Glimmer (Bin),9-10,cluster_0.55,TRAC,0.7058597207069397
Glimmer (Cell),10-11,cluster_0.30,CD19,0.8809927874416631
Glimmer (Cell),10-11,cluster_0.30,CD3E,0.8338424983027835
Glimmer (Cell),10-11,cluster_0.30,CD79A,0.7929517620594851
Glimmer (Cell),10-11,cluster_0.30,IL7R,0.8613199665831245
Glimmer (Cell),10-11,cluster_0.30,MS4A1,0.8877791939157142
Glimmer (Cell),10-11,cluster_0.30,TRAC,0.7971225781699597
Glimmer (Cell),10-11,cluster_0.40,CD19,0.8822031200254696
Glimmer (Cell),10-11,cluster_0.40,CD3E,0.8142020870450496
Glimmer (Cell),10-11,cluster_0.40,CD79A,0.79002099790021
Glimmer (Cell),10-11,cluster_0.40,IL7R,0.8430562271947949
Glimmer (Cell),10-11,cluster_0.40,MS4A1,0.8965956824308792
Glimmer (Cell),10-11,cluster_0.40,TRAC,0.7715206383305202
Glimmer (Cell),10-11,cluster_0.45,CD19,0.8832643531783932
Glimmer (Cell),10-11,cluster_0.45,CD3E,0.811980315628712
Glimmer (Cell),10-11,cluster_0.45,CD79A,0.7935809628555717
Glimmer (Cell),10-11,cluster_0.45,IL7R,0.8384175824175825
Glimmer (Cell),10-11,cluster_0.45,MS4A1,0.8992915508557815
Glimmer (Cell),10-11,cluster_0.45,TRAC,0.7657664569587234
Glimmer (Cell),10-11,cluster_0.50,CD19,0.8815663801337154
Glimmer (Cell),10-11,cluster_0.50,CD3E,0.8087561513660275
Glimmer (Cell),10-11,cluster_0.50,CD79A,0.7899605019749013
Glimmer (Cell),10-11,cluster_0.50,IL7R,0.8374730733723128
Glimmer (Cell),10-11,cluster_0.50,MS4A1,0.9009007126287852
Glimmer (Cell),10-11,cluster_0.50,TRAC,0.7556390977443609
Glimmer (Cell),13-14,cluster_0.20,CD19,0.8819723337795627
Glimmer (Cell),13-14,cluster_0.20,CD3E,0.8797030115958956
Glimmer (Cell),13-14,cluster_0.20,CD79A,0.7736214453164815
Glimmer (Cell),13-14,cluster_0.20,IL7R,0.8831871617839149
Glimmer (Cell),13-14,cluster_0.20,MS4A1,0.9182105738816086
Glimmer (Cell),13-14,cluster_0.20,TRAC,0.8460583721979841
Glimmer (Cell),13-14,cluster_0.30,CD19,0.8747488278633624
Glimmer (Cell),13-14,cluster_0.30,CD3E,0.8490235353029544
Glimmer (Cell),13-14,cluster_0.30,CD79A,0.7608850820842256
Glimmer (Cell),13-14,cluster_0.30,IL7R,0.8712566470752868
Glimmer (Cell),13-14,cluster_0.30,MS4A1,0.9010356731875719
Glimmer (Cell),13-14,cluster_0.30,TRAC,0.8197387736665789
Glimmer (Cell),13-14,cluster_0.40,CD19,0.881484794275492
Glimmer (Cell),13-14,cluster_0.40,CD3E,0.8170060080106809
Glimmer (Cell),13-14,cluster_0.40,CD79A,0.77167924913283
Glimmer (Cell),13-14,cluster_0.40,IL7R,0.8409090909090909
Glimmer (Cell),13-14,cluster_0.40,MS4A1,0.9155433174420516
Glimmer (Cell),13-14,cluster_0.40,TRAC,0.7765272706741446
Glimmer (Cell),13-14,cluster_0.45,CD19,0.8741884933960152
Glimmer (Cell),13-14,cluster_0.45,CD3E,0.7917570498915402
Glimmer (Cell),13-14,cluster_0.45,CD79A,0.7669456921192324
Glimmer (Cell),13-14,cluster_0.45,IL7R,0.7972966674434864
Glimmer (Cell),13-14,cluster_0.45,MS4A1,0.8944316499424247
Glimmer (Cell),13-14,cluster_0.45,TRAC,0.7435656231186033
Glimmer (Cell),13-14,cluster_0.50,CD19,0.8710255261979399
Glimmer (Cell),13-14,cluster_0.50,CD3E,0.7883668530418092
Glimmer (Cell),13-14,cluster_0.50,CD79A,0.7512508934953538
Glimmer (Cell),13-14,cluster_0.50,IL7R,0.787497084208071
Glimmer (Cell),13-14,cluster_0.50,MS4A1,0.8832723234483609
Glimmer (Cell),13-14,cluster_0.50,TRAC,0.7406668673791962
Glimmer (Cell),13-14,cluster_0.55,CD19,0.8638708230544965
Glimmer (Cell),13-14,cluster_0.55,CD3E,0.7748289100317143
Glimmer (Cell),13-14,cluster_0.55,CD79A,0.7494891704127503
Glimmer (Cell),13-14,cluster_0.55,IL7R,0.775185478979049
Glimmer (Cell),13-14,cluster_0.55,MS4A1,0.88054171983699
Glimmer (Cell),13-14,cluster_0.55,TRAC,0.7181195423065342
Glimmer (Cell),15-16,cluster_0.40,CD19,0.835408293304578
Glimmer (Cell),15-16,cluster_0.40,CD3E,0.8323541754091481
Glimmer (Cell),15-16,cluster_0.40,CD79A,0.7482927723543701
Glimmer (Cell),15-16,cluster_0.40,IL7R,0.8677153171738009
Glimmer (Cell),15-16,cluster_0.40,MS4A1,0.8070987069128968
Glimmer (Cell),15-16,cluster_0.40,TRAC,0.7567415972731587
Glimmer (Cell),15-16,cluster_0.45,CD19,0.8148475041678925
Glimmer (Cell),15-16,cluster_0.45,CD3E,0.8285234547171791
Glimmer (Cell),15-16,cluster_0.45,CD79A,0.726972173753329
Glimmer (Cell),15-16,cluster_0.45,IL7R,0.8757546050255405
Glimmer (Cell),15-16,cluster_0.45,MS4A1,0.78333681432396
Glimmer (Cell),15-16,cluster_0.45,TRAC,0.7506367914346156
Glimmer (Cell),15-16,cluster_0.50,CD19,0.8271907469123702
Glimmer (Cell),15-16,cluster_0.50,CD3E,0.8278249921309412
Glimmer (Cell),15-16,cluster_0.50,CD79A,0.7415318329742862
Glimmer (Cell),15-16,cluster_0.50,IL7R,0.8748323878287777
Glimmer (Cell),15-16,cluster_0.50,MS4A1,0.7965217721134881
Glimmer (Cell),15-16,cluster_0.50,TRAC,0.7444770452191922
Glimmer (Cell),15-16,cluster_0.55,CD19,0.8064294140778608
Glimmer (Cell),15-16,cluster_0.55,CD3E,0.8171410566117004
Glimmer (Cell),15-16,cluster_0.55,CD79A,0.7143514682868453
Glimmer (Cell),15-16,cluster_0.55,IL7R,0.8692375200041299
Glimmer (Cell),15-16,cluster_0.55,MS4A1,0.7696887840511337
Glimmer (Cell),15-16,cluster_0.55,TRAC,0.7429472501836091
Glimmer (Cell),17-18,cluster_0.40,CD19,0.841512062306085
Glimmer (Cell),17-18,cluster_0.40,CD3E,0.7939343265430222
Glimmer (Cell),17-18,cluster_0.40,CD79A,0.7566026640758827
Glimmer (Cell),17-18,cluster_0.40,IL7R,0.8490316371947552
Glimmer (Cell),17-18,cluster_0.40,MS4A1,0.8244475315487795
Glimmer (Cell),17-18,cluster_0.40,TRAC,0.6899333023111525
Glimmer (Cell),17-18,cluster_0.45,CD19,0.8365901473471195
Glimmer (Cell),17-18,cluster_0.45,CD3E,0.8116537349764187
Glimmer (Cell),17-18,cluster_0.45,CD79A,0.7469214654335496
Glimmer (Cell),17-18,cluster_0.45,IL7R,0.8811825584660435
Glimmer (Cell),17-18,cluster_0.45,MS4A1,0.8109242717540873
Glimmer (Cell),17-18,cluster_0.45,TRAC,0.7185192080928443
Glimmer (Cell),17-18,cluster_0.50,CD19,0.8085281632135842
Glimmer (Cell),17-18,cluster_0.50,CD3E,0.8014756218148628
Glimmer (Cell),17-18,cluster_0.50,CD79A,0.7193009390752539
Glimmer (Cell),17-18,cluster_0.50,IL7R,0.8662336100084206
Glimmer (Cell),17-18,cluster_0.50,MS4A1,0.779124909477422
Glimmer (Cell),17-18,cluster_0.50,TRAC,0.7161180124223603
Glimmer (Cell),17-18,cluster_0.55,CD19,0.8057157341106393
Glimmer (Cell),17-18,cluster_0.55,CD3E,0.7998782065920682
Glimmer (Cell),17-18,cluster_0.55,CD79A,0.7147537626702161
Glimmer (Cell),17-18,cluster_0.55,IL7R,0.8637713735249257
Glimmer (Cell),17-18,cluster_0.55,MS4A1,0.7705787518399962
Glimmer (Cell),17-18,cluster_0.55,TRAC,0.7127947069238655
Glimmer (Cell),17-18,cluster_0.60,CD19,0.6203989703989704
Glimmer (Cell),17-18,cluster_0.60,CD3E,0.7785038825247943
Glimmer (Cell),17-18,cluster_0.60,CD79A,0.5128291958633984
Glimmer (Cell),17-18,cluster_0.60,IL7R,0.8480652888870843
Glimmer (Cell),17-18,cluster_0.60,MS4A1,0.5846330574010256
Glimmer (Cell),17-18,cluster_0.60,TRAC,0.6919401483716836
Glimmer (Cell),21-22,cluster_0.30,CD19,0.7288481141692151
Glimmer (Cell),21-22,cluster_0.30,CD3E,0.8848669270596784
Glimmer (Cell),21-22,cluster_0.30,CD79A,0.5926524020993137
Glimmer (Cell),21-22,cluster_0.30,IL7R,0.9016184529119409
Glimmer (Cell),21-22,cluster_0.30,MS4A1,0.8387809810468889
Glimmer (Cell),21-22,cluster_0.30,TRAC,0.8740141419635572
Glimmer (Cell),21-22,cluster_0.40,CD19,0.7569497577148686
Glimmer (Cell),21-22,cluster_0.40,CD3E,0.8740575892451631
Glimmer (Cell),21-22,cluster_0.40,CD79A,0.6277379630564247
Glimmer (Cell),21-22,cluster_0.40,IL7R,0.8827846294975028
Glimmer (Cell),21-22,cluster_0.40,MS4A1,0.8874617737003058
Glimmer (Cell),21-22,cluster_0.40,TRAC,0.8523067162149914
Glimmer (Cell),21-22,cluster_0.45,CD19,0.7656807751147374
Glimmer (Cell),21-22,cluster_0.45,CD3E,0.8541326067211625
Glimmer (Cell),21-22,cluster_0.45,CD79A,0.6303360581289736
Glimmer (Cell),21-22,cluster_0.45,IL7R,0.883219492302987
Glimmer (Cell),21-22,cluster_0.45,MS4A1,0.888407978923598
Glimmer (Cell),21-22,cluster_0.45,TRAC,0.8359619306594154
Glimmer (Cell),21-22,cluster_0.50,CD19,0.7617586912065439
Glimmer (Cell),21-22,cluster_0.50,CD3E,0.8178266400145375
Glimmer (Cell),21-22,cluster_0.50,CD79A,0.6375771058752149
Glimmer (Cell),21-22,cluster_0.50,IL7R,0.8321728262810213
Glimmer (Cell),21-22,cluster_0.50,MS4A1,0.8863336475023562
Glimmer (Cell),21-22,cluster_0.50,TRAC,0.8021178177860414
Glimmer (Cell),23-24,cluster_0.40,CD19,0.902355504825153
Glimmer (Cell),23-24,cluster_0.40,CD3E,0.807622626316849
Glimmer (Cell),23-24,cluster_0.40,CD79A,0.8476606060606061
Glimmer (Cell),23-24,cluster_0.40,IL7R,0.8223284569210308
Glimmer (Cell),23-24,cluster_0.40,MS4A1,0.9345177966605265
Glimmer (Cell),23-24,cluster_0.40,TRAC,0.7636103561722214
Glimmer (Cell),23-24,cluster_0.45,CD19,0.8899615903664486
Glimmer (Cell),23-24,cluster_0.45,CD3E,0.7891699657787022
Glimmer (Cell),23-24,cluster_0.45,CD79A,0.8204034134988363
Glimmer (Cell),23-24,cluster_0.45,IL7R,0.8335369798030619
Glimmer (Cell),23-24,cluster_0.45,MS4A1,0.9014260249554367
Glimmer (Cell),23-24,cluster_0.45,TRAC,0.731826634244028
Glimmer (Cell),23-24,cluster_0.50,CD19,0.8883469959530974
Glimmer (Cell),23-24,cluster_0.50,CD3E,0.7750117426021607
Glimmer (Cell),23-24,cluster_0.50,CD79A,0.8222976248182259
Glimmer (Cell),23-24,cluster_0.50,IL7R,0.8010998095101175
Glimmer (Cell),23-24,cluster_0.50,MS4A1,0.902450621074945
Glimmer (Cell),23-24,cluster_0.50,TRAC,0.720968157239722
Glimmer (Cell),23-24,cluster_0.55,CD19,0.8866846697133361
Glimmer (Cell),23-24,cluster_0.55,CD3E,0.7733861226680983
Glimmer (Cell),23-24,cluster_0.55,CD79A,0.8171181668123119
Glimmer (Cell),23-24,cluster_0.55,IL7R,0.799475235425203
Glimmer (Cell),23-24,cluster_0.55,MS4A1,0.896397826000714
Glimmer (Cell),23-24,cluster_0.55,TRAC,0.7165665236051502
Glimmer (Cell),23-24,cluster_0.60,CD19,0.8754986353138778
Glimmer (Cell),23-24,cluster_0.60,CD3E,0.696245963401507
Glimmer (Cell),23-24,cluster_0.60,CD79A,0.7914315159248172
Glimmer (Cell),23-24,cluster_0.60,IL7R,0.6797477477477477
Glimmer (Cell),23-24,cluster_0.60,MS4A1,0.8723263506063947
Glimmer (Cell),23-24,cluster_0.60,TRAC,0.6378687019396304
Glimmer (Cell),27-28,cluster_0.30,CD19,0.8578698017195999
Glimmer (Cell),27-28,cluster_0.30,CD3E,0.8509312821816795
Glimmer (Cell),27-28,cluster_0.30,CD79A,0.761906571895549
Glimmer (Cell),27-28,cluster_0.30,IL7R,0.878702157390682
Glimmer (Cell),27-28,cluster_0.30,MS4A1,0.8462558644584804
Glimmer (Cell),27-28,cluster_0.30,TRAC,0.7897340754483612
Glimmer (Cell),27-28,cluster_0.40,CD19,0.8486842105263158
Glimmer (Cell),27-28,cluster_0.40,CD3E,0.8228451563691839
Glimmer (Cell),27-28,cluster_0.40,CD79A,0.7471019725590058
Glimmer (Cell),27-28,cluster_0.40,IL7R,0.8581898755752514
Glimmer (Cell),27-28,cluster_0.40,MS4A1,0.8353116710875331
Glimmer (Cell),27-28,cluster_0.40,TRAC,0.7476960221417425
Glimmer (Cell),27-28,cluster_0.45,CD19,0.8932362487937539
Glimmer (Cell),27-28,cluster_0.45,CD3E,0.8202390033053648
Glimmer (Cell),27-28,cluster_0.45,CD79A,0.8055967453708984
Glimmer (Cell),27-28,cluster_0.45,IL7R,0.8532519770929915
Glimmer (Cell),27-28,cluster_0.45,MS4A1,0.8774265205642956
Glimmer (Cell),27-28,cluster_0.45,TRAC,0.7466062015960423
Glimmer (Cell),27-28,cluster_0.50,CD19,0.8591104482849373
Glimmer (Cell),27-28,cluster_0.50,CD3E,0.820384028484232
Glimmer (Cell),27-28,cluster_0.50,CD79A,0.7541999239832763
Glimmer (Cell),27-28,cluster_0.50,IL7R,0.8539172550223405
Glimmer (Cell),27-28,cluster_0.50,MS4A1,0.8405484721370186
Glimmer (Cell),27-28,cluster_0.50,TRAC,0.7428941710111632
Glimmer (Cell),27-28,cluster_0.55,CD19,0.8539217406562555
Glimmer (Cell),27-28,cluster_0.55,CD3E,0.8150833015388529
Glimmer (Cell),27-28,cluster_0.55,CD79A,0.7485177865612648
Glimmer (Cell),27-28,cluster_0.55,IL7R,0.8497902384119513
Glimmer (Cell),27-28,cluster_0.55,MS4A1,0.8402639607374983
Glimmer (Cell),27-28,cluster_0.55,TRAC,0.7364110420410689
Glimmer (Cell),27-28,cluster_0.60,CD19,0.7286078621053558
Glimmer (Cell),27-28,cluster_0.60,CD3E,0.7974917239623122
Glimmer (Cell),27-28,cluster_0.60,CD79A,0.6372335964009302
Glimmer (Cell),27-28,cluster_0.60,IL7R,0.8384957264957265
Glimmer (Cell),27-28,cluster_0.60,MS4A1,0.7309110845295056
Glimmer (Cell),27-28,cluster_0.60,TRAC,0.7199516038598873
Glimmer (Cell),27-28,cluster_0.65,CD19,0.7275928860714914
Glimmer (Cell),27-28,cluster_0.65,CD3E,0.7968262061054108
Glimmer (Cell),27-28,cluster_0.65,CD79A,0.6330037035622924
Glimmer (Cell),27-28,cluster_0.65,IL7R,0.8385099541629609
Glimmer (Cell),27-28,cluster_0.65,MS4A1,0.7291250831669993
Glimmer (Cell),27-28,cluster_0.65,TRAC,0.7181592627599244
Glimmer (Cell),29-30,cluster_0.40,CD19,0.8486289158672213
Glimmer (Cell),29-30,cluster_0.40,CD3E,0.8464661654135338
Glimmer (Cell),29-30,cluster_0.40,CD79A,0.7751346138391063
Glimmer (Cell),29-30,cluster_0.40,IL7R,0.8799630655586335
Glimmer (Cell),29-30,cluster_0.40,MS4A1,0.841965450322909
Glimmer (Cell),29-30,cluster_0.40,TRAC,0.7792220024489027
Glimmer (Cell),29-30,cluster_0.45,CD19,0.8376772221750574
Glimmer (Cell),29-30,cluster_0.45,CD3E,0.8497479497404259
Glimmer (Cell),29-30,cluster_0.45,CD79A,0.7599935719738058
Glimmer (Cell),29-30,cluster_0.45,IL7R,0.8845815365660477
Glimmer (Cell),29-30,cluster_0.45,MS4A1,0.8268842342987102
Glimmer (Cell),29-30,cluster_0.45,TRAC,0.7814384422110553
Glimmer (Cell),29-30,cluster_0.50,CD19,0.7363022480553894
Glimmer (Cell),29-30,cluster_0.50,CD3E,0.8333459128990868
Glimmer (Cell),29-30,cluster_0.50,CD79A,0.6457836198179979
Glimmer (Cell),29-30,cluster_0.50,IL7R,0.8654329147389292
Glimmer (Cell),29-30,cluster_0.50,MS4A1,0.7220371556694427
Glimmer (Cell),29-30,cluster_0.50,TRAC,0.7699817345846193
Glimmer (Cell),29-30,cluster_0.55,CD19,0.7333333333333333
Glimmer (Cell),29-30,cluster_0.55,CD3E,0.8297391042075102
Glimmer (Cell),29-30,cluster_0.55,CD79A,0.6408430761762207
Glimmer (Cell),29-30,cluster_0.55,IL7R,0.8509382433265792
Glimmer (Cell),29-30,cluster_0.55,MS4A1,0.7171869244198151
Glimmer (Cell),29-30,cluster_0.55,TRAC,0.762669184765502
Glimmer (Cell),29-30,cluster_0.60,CD19,0.7269536934006676
Glimmer (Cell),29-30,cluster_0.60,CD3E,0.816377358490566
Glimmer (Cell),29-30,cluster_0.60,CD79A,0.6412096153066602
Glimmer (Cell),29-30,cluster_0.60,IL7R,0.8442182266878195
Glimmer (Cell),29-30,cluster_0.60,MS4A1,0.717493824388053
Glimmer (Cell),29-30,cluster_0.60,TRAC,0.7524412524412525
Glimmer (Cell),29-30,cluster_0.65,CD19,0.8230337078651685
Glimmer (Cell),29-30,cluster_0.65,CD3E,0.8276874435411021
Glimmer (Cell),29-30,cluster_0.65,CD79A,0.7371071716357775
Glimmer (Cell),29-30,cluster_0.65,IL7R,0.8497448081661387
Glimmer (Cell),29-30,cluster_0.65,MS4A1,0.8128794760242865
Glimmer (Cell),29-30,cluster_0.65,TRAC,0.760511595751367
Glimmer (Cell),31-32,cluster_0.40,CD19,0.9153075489282386
Glimmer (Cell),31-32,cluster_0.40,CD3E,0.8731798504525777
Glimmer (Cell),31-32,cluster_0.40,CD79A,0.8596124201717683
Glimmer (Cell),31-32,cluster_0.40,IL7R,0.8853109713487072
Glimmer (Cell),31-32,cluster_0.40,MS4A1,0.940580985915493
Glimmer (Cell),31-32,cluster_0.40,TRAC,0.8373389552588428
Glimmer (Cell),31-32,cluster_0.45,CD19,0.8890701468189234
Glimmer (Cell),31-32,cluster_0.45,CD3E,0.8767588310538227
Glimmer (Cell),31-32,cluster_0.45,CD79A,0.8194834517319236
Glimmer (Cell),31-32,cluster_0.45,IL7R,0.8872644937664226
Glimmer (Cell),31-32,cluster_0.45,MS4A1,0.9008427319609241
Glimmer (Cell),31-32,cluster_0.45,TRAC,0.8427895427286357
Glimmer (Cell),31-32,cluster_0.50,CD19,0.8835935679328828
Glimmer (Cell),31-32,cluster_0.50,CD3E,0.8701170914100167
Glimmer (Cell),31-32,cluster_0.50,CD79A,0.8155735447987223
Glimmer (Cell),31-32,cluster_0.50,IL7R,0.8759434225974171
Glimmer (Cell),31-32,cluster_0.50,MS4A1,0.8986394415211422
Glimmer (Cell),31-32,cluster_0.50,TRAC,0.8391116941529235
Glimmer (Cell),31-32,cluster_0.55,CD19,0.8761671335200747
Glimmer (Cell),31-32,cluster_0.55,CD3E,0.8455708661417323
Glimmer (Cell),31-32,cluster_0.55,CD79A,0.8067148133855229
Glimmer (Cell),31-32,cluster_0.55,IL7R,0.8461280308750734
Glimmer (Cell),31-32,cluster_0.55,MS4A1,0.8963664224689855
Glimmer (Cell),31-32,cluster_0.55,TRAC,0.809270498910318
Glimmer (Cell),31-32,cluster_0.60,CD19,0.8845704948646125
Glimmer (Cell),31-32,cluster_0.60,CD3E,0.8365649606299213
Glimmer (Cell),31-32,cluster_0.60,CD79A,0.8104531921931856
Glimmer (Cell),31-32,cluster_0.60,IL7R,0.8320230534650142
Glimmer (Cell),31-32,cluster_0.60,MS4A1,0.8991960031068287
Glimmer (Cell),31-32,cluster_0.60,TRAC,0.7961096789313334
Glimmer (Cell),31-32,cluster_0.70,CD19,0.8635831381733021
Glimmer (Cell),31-32,cluster_0.70,CD3E,0.7911492213680268
Glimmer (Cell),31-32,cluster_0.70,CD79A,0.7815971262779774
Glimmer (Cell),31-32,cluster_0.70,IL7R,0.7112593173793644
Glimmer (Cell),31-32,cluster_0.70,MS4A1,0.864983164983165
Glimmer (Cell),31-32,cluster_0.70,TRAC,0.7520364327801122
Glimmer (Cell),33-34,cluster_0.40,CD19,0.8189077427634394
Glimmer (Cell),33-34,cluster_0.40,CD3E,0.7545227863547138
Glimmer (Cell),33-34,cluster_0.40,CD79A,0.7250677099006921
Glimmer (Cell),33-34,cluster_0.40,IL7R,0.7786228983186549
Glimmer (Cell),33-34,cluster_0.40,MS4A1,0.8506941866508279
Glimmer (Cell),33-34,cluster_0.40,TRAC,0.716292531413243
Glimmer (Cell),33-34,cluster_0.45,CD19,0.8199315654405475
Glimmer (Cell),33-34,cluster_0.45,CD3E,0.750968015700419
Glimmer (Cell),33-34,cluster_0.45,CD79A,0.7287278854254423
Glimmer (Cell),33-34,cluster_0.45,IL7R,0.7710072024694181
Glimmer (Cell),33-34,cluster_0.45,MS4A1,0.8541573922936143
Glimmer (Cell),33-34,cluster_0.45,TRAC,0.7075695898727029
Glimmer (Cell),33-34,cluster_0.50,CD19,0.8051596351197263
Glimmer (Cell),33-34,cluster_0.50,CD3E,0.7610943216160331
Glimmer (Cell),33-34,cluster_0.50,CD79A,0.7030262920401901
Glimmer (Cell),33-34,cluster_0.50,IL7R,0.7830059387848333
Glimmer (Cell),33-34,cluster_0.50,MS4A1,0.8165512122711529
Glimmer (Cell),33-34,cluster_0.50,TRAC,0.7188712522045856
Glimmer (Cell),33-34,cluster_0.55,CD19,0.8173008408151632
Glimmer (Cell),33-34,cluster_0.55,CD3E,0.7431601272534465
Glimmer (Cell),33-34,cluster_0.55,CD79A,0.7198724505144095
Glimmer (Cell),33-34,cluster_0.55,IL7R,0.7589209249214959
Glimmer (Cell),33-34,cluster_0.55,MS4A1,0.8400296882731321
Glimmer (Cell),33-34,cluster_0.55,TRAC,0.7004703668861713
Glimmer (Cell),33-34,cluster_0.60,CD19,0.8178050871677622
Glimmer (Cell),33-34,cluster_0.60,CD3E,0.7224403183023873
Glimmer (Cell),33-34,cluster_0.60,CD79A,0.7188723570869224
Glimmer (Cell),33-34,cluster_0.60,IL7R,0.7260727958402377
Glimmer (Cell),33-34,cluster_0.60,MS4A1,0.8420022302069137
Glimmer (Cell),33-34,cluster_0.60,TRAC,0.6789733929832823
Glimmer (Cell),39-40,cluster_0.30,CD19,0.8849942062572422
Glimmer (Cell),39-40,cluster_0.30,CD3E,0.8796418840015571
Glimmer (Cell),39-40,cluster_0.30,CD79A,0.808744817188089
Glimmer (Cell),39-40,cluster_0.30,IL7R,0.9118663056670713
Glimmer (Cell),39-40,cluster_0.30,MS4A1,0.8974337540750648
Glimmer (Cell),39-40,cluster_0.30,TRAC,0.8617981222372411
Glimmer (Cell),39-40,cluster_0.40,CD19,0.8886472379295346
Glimmer (Cell),39-40,cluster_0.40,CD3E,0.8694433631763332
Glimmer (Cell),39-40,cluster_0.40,CD79A,0.8140464695232348
Glimmer (Cell),39-40,cluster_0.40,IL7R,0.8994538580030808
Glimmer (Cell),39-40,cluster_0.40,MS4A1,0.9095344298856983
Glimmer (Cell),39-40,cluster_0.40,TRAC,0.8478006722197866
Glimmer (Cell),39-40,cluster_0.45,CD19,0.8870523415977961
Glimmer (Cell),39-40,cluster_0.45,CD3E,0.8601681719090626
Glimmer (Cell),39-40,cluster_0.45,CD79A,0.8071816535908268
Glimmer (Cell),39-40,cluster_0.45,IL7R,0.8854448697600598
Glimmer (Cell),39-40,cluster_0.45,MS4A1,0.9051774611760114
Glimmer (Cell),39-40,cluster_0.45,TRAC,0.8375653063461328
Glimmer (Cell),39-40,cluster_0.50,CD19,0.892706974046687
Glimmer (Cell),39-40,cluster_0.50,CD3E,0.8545850848513156
Glimmer (Cell),39-40,cluster_0.50,CD79A,0.8146499698249849
Glimmer (Cell),39-40,cluster_0.50,IL7R,0.8772871545929798
